series,economy,period,value,unit,source_id
Banking institutions assets,China,2025Q4,480.0,RMB trillion,financial_sector_assets
Insurance and insurance asset-management assets,China,2025Q4,41.3,RMB trillion,financial_sector_assets
Banking institutions assets,China,2026Q1,494.7,RMB trillion,financial_sector_assets
Insurance and insurance asset-management assets,China,2026Q1,42.5,RMB trillion,financial_sector_assets
